school_id,year,short_name,school_type,primary_category,address,city,state,zip,phone,website,progress_report_year,student_growth_rating,student_attainment_rating,growth_reading_grades_tested_pct_es,growth_math_grades_tested_pct_es,attainment_reading_pct_es,attainment_math_pct_es,culture_climate_rating,school_survey_involved_families,school_survey_supportive_environment,school_survey_ambitious_instruction,school_survey_effective_leaders,school_survey_collaborative_teachers,school_survey_safety,suspensions_per_100_students_avg_pct,student_attendance_avg_pct,mobility_rate_pct,one_year_dropout_rate_year_1_pct,freshmen_on_track_school_pct_year_1,college_enrollment_school_pct_year_1,college_persistence_school_pct_year_2,teacher_attendance_avg_pct,school_latitude,school_longitude
610197,2015-16,TALCOTT,Neighborhood,ES,1840 W OHIO ST,Chicago,Illinois,60622,7735347130, ,2015,ABOVE AVERAGE,AVERAGE,66,74,67,69,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,3.8,95.1,10.8,7.9,NULL,NULL,NULL,95,41.892405,-87.673723
610197,2016-17,TALCOTT,Neighborhood,ES,1840 W OHIO ST,Chicago,Illinois,60622,7735347130,http://www.talcottfama.org/,2016,FAR ABOVE AVERAGE,AVERAGE,91,70,67,56,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,10.8,NULL,NULL,NULL,NULL,95,41.892405,-87.673723
610197,2017-18,TALCOTT,Neighborhood,ES, , , , ,7735347130,http://www.talcottfama.org/,2017,ABOVE AVERAGE,ABOVE AVERAGE,87,88,74,69,ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,8.2,NULL,NULL,NULL,NULL,90.1, , 
610197,2018-19,TALCOTT,Neighborhood,ES,1840 W OHIO ST,Chicago,Illinois,60622,7735347130,https://talcottfama.org,2018,BELOW AVERAGE,AVERAGE,40,6,66,54,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,0.8,93.3,6.4,NULL,NULL,NULL,NULL,95.5,41.892405,-87.673723
610198,2015-16,TAYLOR,Neighborhood,ES,9912 S AVENUE H ,Chicago,Illinois,60617,7735356240, ,2015,AVERAGE,BELOW AVERAGE,40,37,26,30,PARTIALLY ORGANIZED,STRONG,WEAK,NEUTRAL,VERY WEAK,WEAK,VERY WEAK,3.8,95.1,22.7,7.9,NULL,NULL,NULL,95,41.71547,-87.532971
610198,2016-17,TAYLOR,Neighborhood,ES,9912 S AVENUE H,Chicago,Illinois,60617,7735356240,http://taylor.cps.edu/,2016,FAR ABOVE AVERAGE,AVERAGE,92,83,48,43,NOT YET ORGANIZED,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,WEAK,WEAK,8.1,93.4,22.7,NULL,NULL,NULL,NULL,95,41.71547,-87.532971
610198,2017-18,TAYLOR,Neighborhood,ES, , , , ,7735356240,http://taylor.cps.edu/,2017,AVERAGE,AVERAGE,68,40,58,47,PARTIALLY ORGANIZED,STRONG,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,5.8,92.8,16.5,NULL,NULL,NULL,NULL,90.1, , 
610198,2018-19,TAYLOR,Neighborhood,ES,9912 S AVENUE H,Chicago,Illinois,60617,7735356240,http://taylor.cps.edu/,2018,AVERAGE,AVERAGE,52,55,53,49,NOT YET ORGANIZED,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,WEAK,WEAK,6.6,93.3,17.6,NULL,NULL,NULL,NULL,93.6,41.71547,-87.532971
610199,2015-16,COLEMON,Neighborhood,ES,1441 W 119TH ST,Chicago,Illinois,60643,7735353975, ,2015,ABOVE AVERAGE,AVERAGE,66,72,54,53,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,NEUTRAL,3.8,95.1,6.3,7.9,NULL,NULL,NULL,95,41.677505,-87.658111
610199,2016-17,COLEMON,Neighborhood,ES,1441 W 119TH ST,Chicago,Illinois,60643,7735353975,NULL,2016,FAR ABOVE AVERAGE,AVERAGE,96,91,60,58,WELL ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,8.1,93.4,6.3,NULL,NULL,NULL,NULL,95,41.677505,-87.658111
610199,2017-18,COLEMON,Neighborhood,ES, , , , ,7735353975,https://cps.edu/colemon,2017,FAR ABOVE AVERAGE,AVERAGE,82,91,67,68,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,5.8,92.8,2.7,NULL,NULL,NULL,NULL,90.1, , 
610199,2018-19,COLEMON,Neighborhood,ES,1441 W 119TH ST,Chicago,Illinois,60643,7735353975,https://cps.edu/colemon,2018,ABOVE AVERAGE,ABOVE AVERAGE,95,60,82,72,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,3.5,93.3,6.3,NULL,NULL,NULL,NULL,94.2,41.677505,-87.658111
610200,2015-16,THORP J,Neighborhood,ES,8914 S BUFFALO AVE,Chicago,Illinois,60617,7735356250, ,2015,ABOVE AVERAGE,BELOW AVERAGE,78,63,14,8,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,WEAK,VERY WEAK,3.8,95.1,34.9,7.9,NULL,NULL,NULL,95,41.733324,-87.54428
610200,2016-17,THORP J,Neighborhood,ES,8914 S BUFFALO AVE,Chicago,Illinois,60617,7735356250,http://www.jnthorp.org,2016,BELOW AVERAGE,BELOW AVERAGE,60,8,18,8,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,8.1,93.4,34.9,NULL,NULL,NULL,NULL,95,41.733324,-87.54428
610200,2017-18,THORP J,Neighborhood,ES, , , , ,7735356250,http://www.jnthorp.org,2017,AVERAGE,BELOW AVERAGE,32,40,14,8,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,NEUTRAL,5.8,92.8,23.1,NULL,NULL,NULL,NULL,90.1, , 
610200,2018-19,THORP J,Neighborhood,ES,8914 S BUFFALO AVE,Chicago,Illinois,60617,7735356250,https://jnthorp.org,2018,ABOVE AVERAGE,BELOW AVERAGE,79,40,24,11,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,9.3,93.3,26.1,NULL,NULL,NULL,NULL,94.3,41.733324,-87.54428
610201,2015-16,THORP O,Magnet,ES,6024 W WARWICK AVE,Chicago,Illinois,60634,7735343640, ,2015,ABOVE AVERAGE,FAR ABOVE AVERAGE,87,67,96,97,ORGANIZED,STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,3.8,95.1,5.6,7.9,NULL,NULL,NULL,95,41.948571,-87.777631
610201,2016-17,THORP O,Magnet,ES,6024 W WARWICK AVE,Chicago,Illinois,60634,7735343640,http://oathorpacademy.org/,2016,ABOVE AVERAGE,ABOVE AVERAGE,75,84,89,89,ORGANIZED,STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,8.1,93.4,5.6,NULL,NULL,NULL,NULL,95,41.948571,-87.777631
610201,2017-18,THORP O,Magnet,ES, , , , ,7735343640,http://oathorpacademy.org/,2017,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,91,90,94,94,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,1.9,NULL,NULL,NULL,NULL,90.1, , 
610201,2018-19,THORP O,Magnet,ES,6024 W WARWICK AVE,Chicago,Illinois,60634,7735343640,https://oathorpacademy.org,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,46,77,90,91,MODERATELY ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.7,93.3,2.1,NULL,NULL,NULL,NULL,94.5,41.948571,-87.777631
610202,2015-16,TILTON,Neighborhood,ES,223 N KEELER AVE,Chicago,Illinois,60624,7735346746, ,2015,AVERAGE,BELOW AVERAGE,66,69,9,20,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,VERY WEAK,3.8,95.1,38.3,7.9,NULL,NULL,NULL,95,41.884102,-87.730566
610202,2016-17,TILTON,Neighborhood,ES,223 N KEELER AVE,Chicago,Illinois,60624,7735346746,NULL,2016,ABOVE AVERAGE,BELOW AVERAGE,79,45,31,23,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,8.1,93.4,38.3,NULL,NULL,NULL,NULL,95,41.884102,-87.730566
610202,2017-18,TILTON,Neighborhood,ES, , , , ,7735346746,https://cps.edu/tilton,2017,FAR ABOVE AVERAGE,BELOW AVERAGE,95,72,35,27,ORGANIZED,NEUTRAL,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,5.8,92.8,23.8,NULL,NULL,NULL,NULL,90.1, , 
610202,2018-19,TILTON,Neighborhood,ES,223 N KEELER AVE,Chicago,Illinois,60624,7735346746,https://cps.edu/tilton,2018,ABOVE AVERAGE,BELOW AVERAGE,70,53,39,29,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,13.7,93.3,20.1,NULL,NULL,NULL,NULL,95.7,41.884102,-87.730566
610203,2015-16,TONTI,Neighborhood,ES,5815 S HOMAN AVE,Chicago,Illinois,60629,7735359280, ,2015,ABOVE AVERAGE,AVERAGE,60,87,48,69,MODERATELY ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,3.8,95.1,12.1,7.9,NULL,NULL,NULL,95,41.787523,-87.708179
610203,2016-17,TONTI,Neighborhood,ES,5815 S HOMAN AVE,Chicago,Illinois,60629,7735359280,http://tonti.cps.edu,2016,ABOVE AVERAGE,AVERAGE,83,68,46,49,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,8.1,93.4,12.1,NULL,NULL,NULL,NULL,95,41.787523,-87.708179
610203,2017-18,TONTI,Neighborhood,ES, , , , ,7735359280,http://tonti.cps.edu,2017,AVERAGE,AVERAGE,56,63,46,51,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,5.8,92.8,8.6,NULL,NULL,NULL,NULL,90.1, , 
610203,2018-19,TONTI,Neighborhood,ES,5815 S HOMAN AVE,Chicago,Illinois,60629,7735359280,https://tonti.cps.edu,2018,FAR ABOVE AVERAGE,AVERAGE,90,97,58,65,PARTIALLY ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,0.2,93.3,7.5,NULL,NULL,NULL,NULL,96,41.787523,-87.708179
610206,2015-16,TWAIN,Neighborhood,ES,5134 S LOTUS AVE,Chicago,Illinois,60638,7735352290, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,91,95,87,90,WELL ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,3.8,95.1,8.4,7.9,NULL,NULL,NULL,95,41.799046,-87.758928
610206,2016-17,TWAIN,Neighborhood,ES,5134 S LOTUS AVE,Chicago,Illinois,60638,7735352290,http://www.twain.cps.edu,2016,FAR ABOVE AVERAGE,ABOVE AVERAGE,90,75,81,76,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,8.1,93.4,8.4,NULL,NULL,NULL,NULL,95,41.799046,-87.758928
610206,2017-18,TWAIN,Neighborhood,ES, , , , ,7735352290,http://www.twain.cps.edu,2017,ABOVE AVERAGE,ABOVE AVERAGE,71,88,79,79,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,STRONG,5.8,92.8,8.5,NULL,NULL,NULL,NULL,90.1, , 
610206,2018-19,TWAIN,Neighborhood,ES,5134 S LOTUS AVE,Chicago,Illinois,60638,7735352290,https://twain.cps.edu,2018,ABOVE AVERAGE,ABOVE AVERAGE,60,70,79,80,MODERATELY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,NEUTRAL,WEAK,0.5,93.3,6,NULL,NULL,NULL,NULL,95.3,41.799046,-87.758928
610207,2015-16,VANDERPOEL,Magnet,ES,9510 S PROSPECT AVE,Chicago,Illinois,60643,7735352690, ,2015,AVERAGE,ABOVE AVERAGE,66,27,76,49,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,VERY STRONG,3.8,95.1,3,7.9,NULL,NULL,NULL,95,41.720817,-87.665559
610207,2016-17,VANDERPOEL,Magnet,ES,9510 S PROSPECT AVE,Chicago,Illinois,60643,7735352690,http://www.vhaelementary.org/,2016,ABOVE AVERAGE,AVERAGE,78,48,67,44,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,8.1,93.4,3,NULL,NULL,NULL,NULL,95,41.720817,-87.665559
610207,2017-18,VANDERPOEL,Magnet,ES, , , , ,7735352690,http://www.vhaelementary.org/,2017,AVERAGE,AVERAGE,66,50,63,45,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,VERY STRONG,5.8,92.8,4.7,NULL,NULL,NULL,NULL,90.1, , 
610207,2018-19,VANDERPOEL,Magnet,ES,9510 S PROSPECT AVE,Chicago,Illinois,60643,7735352690,http://www.vhaelementary.org/,2018,AVERAGE,AVERAGE,56,34,64,43,ORGANIZED,STRONG,STRONG,STRONG,WEAK,WEAK,STRONG,0.4,93.3,3.2,NULL,NULL,NULL,NULL,92.6,41.720817,-87.665559
610208,2015-16,LAVIZZO,Neighborhood,ES,138 W 109TH ST,Chicago,Illinois,60628,7735355300, ,2015,ABOVE AVERAGE,BELOW AVERAGE,45,86,15,27,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,3.8,95.1,42.2,7.9,NULL,NULL,NULL,95,41.696262,-87.627148
610208,2016-17,LAVIZZO,Neighborhood,ES,138 W 109TH ST,Chicago,Illinois,60628,7735355300,http://www.edline.net/pages/Lavizzo_Elementary_School,2016,FAR ABOVE AVERAGE,AVERAGE,99,92,50,40,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,WEAK,8.1,93.4,42.2,NULL,NULL,NULL,NULL,95,41.696262,-87.627148
610208,2017-18,LAVIZZO,Neighborhood,ES, , , , ,7735355300,http://lavizzo.cps.edu,2017,FAR ABOVE AVERAGE,AVERAGE,83,98,48,56,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,WEAK,5.8,92.8,24.1,NULL,NULL,NULL,NULL,90.1, , 
610208,2018-19,LAVIZZO,Neighborhood,ES,138 W 109TH ST,Chicago,Illinois,60628,7735355300,https://lavizzo.cps.edu,2018,ABOVE AVERAGE,AVERAGE,75,40,41,37,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,WEAK,1.1,93.3,31.4,NULL,NULL,NULL,NULL,94.3,41.696262,-87.627148
610209,2015-16,VOLTA,Neighborhood,ES,4950 N AVERS AVE,Chicago,Illinois,60625,7735345080, ,2015,AVERAGE,AVERAGE,69,64,47,65,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,15.6,7.9,NULL,NULL,NULL,95,41.971634,-87.724605
610209,2016-17,VOLTA,Neighborhood,ES,4950 N AVERS AVE,Chicago,Illinois,60625,7735345080,http://www.volta.cps.edu,2016,ABOVE AVERAGE,AVERAGE,82,68,48,53,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,8.1,93.4,15.6,NULL,NULL,NULL,NULL,95,41.971634,-87.724605
610209,2017-18,VOLTA,Neighborhood,ES, , , , ,7735345080,http://www.volta.cps.edu,2017,ABOVE AVERAGE,AVERAGE,79,52,62,56,ORGANIZED,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,10.6,NULL,NULL,NULL,NULL,90.1, , 
610209,2018-19,VOLTA,Neighborhood,ES,4950 N AVERS AVE,Chicago,Illinois,60625,7735345080,https://volta.cps.edu,2018,FAR ABOVE AVERAGE,AVERAGE,73,90,64,66,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,0.9,93.3,10.6,NULL,NULL,NULL,NULL,94,41.971634,-87.724605
610212,2015-16,ALBANY PARK,Neighborhood,MS,4929 N SAWYER AVE,Chicago,Illinois,60625,7735345108, ,2015,AVERAGE,ABOVE AVERAGE,69,64,70,79,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,3.8,95.1,9.9,7.9,NULL,NULL,NULL,95,41.971504,-87.710609
610212,2016-17,ALBANY PARK,Neighborhood,MS,4929 N SAWYER AVE,Chicago,Illinois,60625,7735345108,http://albanypark.cps.edu,2016,ABOVE AVERAGE,ABOVE AVERAGE,89,85,73,64,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,NEUTRAL,8.1,93.4,9.9,NULL,NULL,NULL,NULL,95,41.971504,-87.710609
610212,2017-18,ALBANY PARK,Neighborhood,MS, , , , ,7735345108,http://albanypark.cps.edu,2017,ABOVE AVERAGE,ABOVE AVERAGE,75,57,72,61,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,5.8,92.8,7.6,NULL,NULL,NULL,NULL,90.1, , 
610212,2018-19,ALBANY PARK,Neighborhood,MS,4929 N SAWYER AVE,Chicago,Illinois,60625,7735345108,http://albanypark.cps.edu,2018,FAR ABOVE AVERAGE,ABOVE AVERAGE,82,96,81,82,ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,1.8,93.3,3.8,NULL,NULL,NULL,NULL,94.4,41.971504,-87.710609
610213,2015-16,WADSWORTH,Neighborhood,ES,6650 S ELLIS AVE,Chicago,Illinois,60637,7735350730, ,2015,ABOVE AVERAGE,BELOW AVERAGE,77,84,24,22,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,3.8,95.1,41,7.9,NULL,NULL,NULL,95,41.773478,-87.601018
610213,2016-17,WADSWORTH,Neighborhood,ES,6650 S ELLIS AVE,Chicago,Illinois,60637,7735350730,http://www.wadsworthstem.com,2016,ABOVE AVERAGE,BELOW AVERAGE,87,80,36,30,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,41,NULL,NULL,NULL,NULL,95,41.773478,-87.601018
610213,2017-18,WADSWORTH,Neighborhood,ES, , , , ,7735350730,http://www.wadsworthstem.com,2017,AVERAGE,BELOW AVERAGE,44,48,26,25,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,5.8,92.8,26,NULL,NULL,NULL,NULL,90.1, , 
610213,2018-19,WADSWORTH,Neighborhood,ES,6650 S ELLIS AVE,Chicago,Illinois,60637,7735350730,https://wadsworthstem.com,2018,AVERAGE,BELOW AVERAGE,32,43,18,20,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,1,93.3,24.7,NULL,NULL,NULL,NULL,95.2,41.773478,-87.601018
610215,2015-16,MADERO,Neighborhood,MS,3202 W 28TH ST,Chicago,Illinois,60623,7735354466, ,2015,AVERAGE,AVERAGE,66,33,45,43,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,3.8,95.1,6.8,7.9,NULL,NULL,NULL,95,41.840957,-87.705064
610215,2016-17,MADERO,Neighborhood,MS,3202 W 28TH ST,Chicago,Illinois,60623,7735354466,NULL,2016,ABOVE AVERAGE,AVERAGE,78,78,46,55,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,8.1,93.4,6.8,NULL,NULL,NULL,NULL,95,41.840957,-87.705064
610215,2017-18,MADERO,Neighborhood,MS, , , , ,7735354466,https://cps.edu/madero,2017,FAR ABOVE AVERAGE,AVERAGE,95,70,56,59,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,5.8,92.8,7.2,NULL,NULL,NULL,NULL,90.1, , 
610215,2018-19,MADERO,Neighborhood,MS,3202 W 28TH ST,Chicago,Illinois,60623,7735354466,https://cps.edu/madero,2018,AVERAGE,AVERAGE,81,22,51,45,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,VERY STRONG,VERY STRONG,VERY WEAK,3.9,93.3,3.5,NULL,NULL,NULL,NULL,95.8,41.840957,-87.705064
610216,2015-16,WALSH,Neighborhood,ES,2015 S PEORIA ST,Chicago,Illinois,60608,7735347950, ,2015,AVERAGE,AVERAGE,43,53,57,47,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,3.8,95.1,9.8,7.9,NULL,NULL,NULL,95,41.854836,-87.648086
610216,2016-17,WALSH,Neighborhood,ES,2015 S PEORIA ST,Chicago,Illinois,60608,7735347950,http://www.walshcps.org,2016,AVERAGE,AVERAGE,36,50,46,39,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,VERY WEAK,WEAK,NEUTRAL,8.1,93.4,9.8,NULL,NULL,NULL,NULL,95,41.854836,-87.648086
610216,2017-18,WALSH,Neighborhood,ES, , , , ,7735347950,http://www.walshcps.org,2017,FAR ABOVE AVERAGE,AVERAGE,76,94,55,51,MODERATELY ORGANIZED,STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,5.8,92.8,10.7,NULL,NULL,NULL,NULL,90.1, , 
610216,2018-19,WALSH,Neighborhood,ES,2015 S PEORIA ST,Chicago,Illinois,60608,7735347950,http://www.walshcps.org,2018,AVERAGE,AVERAGE,64,58,51,45,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,STRONG,WEAK,0,93.3,8.9,NULL,NULL,NULL,NULL,94.7,41.854836,-87.648086
610217,2015-16,WARD J,Neighborhood,ES,2701 S SHIELDS AVE,Chicago,Illinois,60616,7735349050, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,78,93,87,99,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,NEUTRAL,3.8,95.1,12.9,7.9,NULL,NULL,NULL,95,41.84398,-87.635356
610217,2016-17,WARD J,Neighborhood,ES,2701 S SHIELDS AVE,Chicago,Illinois,60616,7735349050,http://www.jameswardschool.com/,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,71,73,80,94,ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,12.9,NULL,NULL,NULL,NULL,95,41.84398,-87.635356
610217,2017-18,WARD J,Neighborhood,ES, , , , ,7735349050,http://www.jameswardschool.com/,2017,ABOVE AVERAGE,FAR ABOVE AVERAGE,76,89,86,97,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,STRONG,NEUTRAL,5.8,92.8,6.3,NULL,NULL,NULL,NULL,90.1, , 
610217,2018-19,WARD J,Neighborhood,ES,2701 S SHIELDS AVE,Chicago,Illinois,60616,7735349050,https://www.jameswardschool.com,2018,AVERAGE,FAR ABOVE AVERAGE,60,58,85,96,ORGANIZED,VERY STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,0.9,93.3,3.6,NULL,NULL,NULL,NULL,94.8,41.84398,-87.635356
610218,2015-16,WARREN,Neighborhood,ES,9239 S JEFFERY AVE,Chicago,Illinois,60617,7735356625, ,2015,ABOVE AVERAGE,AVERAGE,71,67,58,56,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,WEAK,3.8,95.1,18.1,7.9,NULL,NULL,NULL,95,41.726763,-87.575353
610218,2016-17,WARREN,Neighborhood,ES,9239 S JEFFERY AVE,Chicago,Illinois,60617,7735356625,https://sites.google.com/site/warrenjoseph220/,2016,ABOVE AVERAGE,AVERAGE,83,81,64,57,ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,18.1,NULL,NULL,NULL,NULL,95,41.726763,-87.575353
610218,2017-18,WARREN,Neighborhood,ES, , , , ,7735356625,https://sites.google.com/site/warrenjoseph220/,2017,AVERAGE,AVERAGE,79,32,66,42,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,18.6,NULL,NULL,NULL,NULL,90.1, , 
610218,2018-19,WARREN,Neighborhood,ES,9239 S JEFFERY AVE,Chicago,Illinois,60617,7735356625,https://warrencps.org,2018,FAR ABOVE AVERAGE,AVERAGE,86,92,67,60,WELL ORGANIZED,NEUTRAL,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,13.2,93.3,15,NULL,NULL,NULL,NULL,95.1,41.726763,-87.575353
610219,2015-16,WASHINGTON G ES,Neighborhood,ES,3611 E 114TH ST,Chicago,Illinois,60617,7735355010, ,2015,ABOVE AVERAGE,FAR ABOVE AVERAGE,75,70,87,93,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,3.8,95.1,12.8,7.9,NULL,NULL,NULL,95,41.688131,-87.536015
610219,2016-17,WASHINGTON G ES,Neighborhood,ES,3611 E 114TH ST,Chicago,Illinois,60617,7735355010,http://gwashington.cps.edu/,2016,AVERAGE,ABOVE AVERAGE,60,45,72,72,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,STRONG,STRONG,8.1,93.4,12.8,NULL,NULL,NULL,NULL,95,41.688131,-87.536015
610219,2017-18,WASHINGTON G ES,Neighborhood,ES, , , , ,7735355010,http://gwashington.cps.edu/,2017,ABOVE AVERAGE,ABOVE AVERAGE,76,60,74,72,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,7.4,NULL,NULL,NULL,NULL,90.1, , 
610219,2018-19,WASHINGTON G ES,Neighborhood,ES,3611 E 114TH ST,Chicago,Illinois,60617,7735355010,http://gwashington.cps.edu/,2018,AVERAGE,AVERAGE,42,30,67,63,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,0.3,93.3,4.7,NULL,NULL,NULL,NULL,95,41.688131,-87.536015
610220,2015-16,WATERS,Neighborhood,ES,4540 N CAMPBELL AVE,Chicago,Illinois,60625,7735345090, ,2015,ABOVE AVERAGE,FAR ABOVE AVERAGE,89,56,98,87,WELL ORGANIZED,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,VERY STRONG,STRONG,3.8,95.1,7.9,7.9,NULL,NULL,NULL,95,41.964165,-87.691433
610220,2016-17,WATERS,Neighborhood,ES,4540 N CAMPBELL AVE,Chicago,Illinois,60625,7735345090,http://www.waterselementary.org,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,70,75,95,81,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,STRONG,8.1,93.4,7.9,NULL,NULL,NULL,NULL,95,41.964165,-87.691433
